name,size_of_the_bottle,MRP_of_the_bottle,price_of_the_bottle,1mg_url
Bakson's Homeopathy Kali Phosphoricum Biochemic Tablet 6X,bottle of 250 biochemic tablets,₹120,₹90,https://www.1mg.com/otc/bakson-s-homeopathy-kali-phosphoricum-biochemic-tablet-6x-otc695197
SBL Lemna Minor Dilution 30 CH,bottle of 30 ml Dilution,₹100,₹89,https://www.1mg.com/otc/sbl-lemna-minor-dilution-30-ch-otc348168
Wheezal Mixture Syrup,bottle of 200 ml Syrup,₹200,₹180,https://www.1mg.com/otc/wheezal-mixture-syrup-otc624069
SBL Holarrhena Antidysenterica Mother Tincture Q,bottle of 30 ml Mother Tincture,₹105,₹102,https://www.1mg.com/otc/sbl-holarrhena-antidysenterica-mother-tincture-q-otc338481
Dr. Reckeweg Selenium Dilution 30 CH,bottle of 11 ml Dilution,₹145,₹133,https://www.1mg.com/otc/dr.-reckeweg-selenium-dilution-30-ch-otc326440
SBL Cantharis Ointment,tube of 25 gm Ointment,₹75,₹67,https://www.1mg.com/otc/sbl-cantharis-ointment-otc330991
Bakson's Homeopathy Kof Aid Plus Cough Syrup Sugar Free,bottle of 115 ml Syrup,₹115,₹103,https://www.1mg.com/otc/bakson-s-homeopathy-kof-aid-plus-cough-syrup-sugar-free-otc339719
Dr Willmar Schwabe India Urtica Urens Mother Tincture Q,bottle of 30 ml Mother Tincture,₹110,₹99,https://www.1mg.com/otc/dr-willmar-schwabe-india-urtica-urens-mother-tincture-q-otc391542
Dr. Reckeweg Thuja Occi Mother Tincture Q,bottle of 20 ml Mother Tincture,₹270,₹229,https://www.1mg.com/otc/dr.-reckeweg-thuja-occi-mother-tincture-q-otc327489
Bjain Arsenicum Bromatum Dilution 6 CH,bottle of 30 ml Dilution,₹95,₹88,https://www.1mg.com/otc/bjain-arsenicum-bromatum-dilution-6-ch-otc433637
Dr. Reckeweg Calendula Off Mother Tincture Q,bottle of 20 ml Mother Tincture,₹270,₹243,https://www.1mg.com/otc/dr.-reckeweg-calendula-off-mother-tincture-q-otc327422
Dr. Reckeweg Robinia Pseu Dilution 30 CH,bottle of 11 ml Dilution,₹145,₹131,https://www.1mg.com/otc/dr.-reckeweg-robinia-pseu-dilution-30-ch-otc326466
Bjain Sabal Serrulata Mother Tincture Q,bottle of 100 ml Mother Tincture,₹610,₹459,https://www.1mg.com/otc/bjain-sabal-serrulata-mother-tincture-q-otc445109
Medisynth Jondila Forte Syrup,bottle of 120 ml Syrup,₹120,₹107,https://www.1mg.com/otc/medisynth-jondila-forte-syrup-otc787791
Medisynth Jondila Sugar Free Syrup,bottle of 200 ml Syrup,₹170,₹166,https://www.1mg.com/otc/medisynth-jondila-sugar-free-syrup-otc339314
Bakson's Homeopathy Pelvi Aid Tablet,bottle of 75 tablets,₹215,₹156,https://www.1mg.com/otc/bakson-s-homeopathy-pelvi-aid-tablet-otc326063
Medisynth Jondila Forte Syrup,bottle of 450 ml Syrup,₹320,₹300,https://www.1mg.com/otc/medisynth-jondila-forte-syrup-otc787798
SBL Astacus Fluviatilis Dilution 6 CH,bottle of 30 ml Dilution,₹100,₹89,https://www.1mg.com/otc/sbl-astacus-fluviatilis-dilution-6-ch-otc351217
Bakson's Homeopathy AC#4 Tablet,bottle of 75 tablets,₹215,₹210,https://www.1mg.com/otc/bakson-s-homeopathy-ac-4-tablet-otc327229
Medisynth Jondila Forte Syrup,bottle of 200 ml Syrup,₹170,₹166,https://www.1mg.com/otc/medisynth-jondila-forte-syrup-otc787795
SBL Kali Phosphoricum Biochemic Tablet 30X,bottle of 25 gm Biochemic Tablet,₹110,₹101,https://www.1mg.com/otc/sbl-kali-phosphoricum-biochemic-tablet-30x-otc331044
SBL Iodium Dilution 1000 CH,bottle of 30 ml Dilution,₹140,₹114,https://www.1mg.com/otc/sbl-iodium-dilution-1000-ch-otc347964
Dr Willmar Schwabe India Topi Azadirachta Cream,tube of 25 gm Cream,₹80,₹74,https://www.1mg.com/otc/dr-willmar-schwabe-india-topi-azadirachta-cream-otc327413
SBL Justicia Adhatoda Dilution 1000 CH,bottle of 30 ml Dilution,₹140,₹133,https://www.1mg.com/otc/sbl-justicia-adhatoda-dilution-1000-ch-otc348016
Medisynth Diabekoll Non-Sugar Syrup,bottle of 450 ml Syrup,₹320,₹270,https://www.1mg.com/otc/medisynth-diabekoll-non-sugar-syrup-otc789787
Dr Willmar Schwabe India Daphne Indica Tablet 1X,bottle of 20 gm Tablet,₹320,₹243,https://www.1mg.com/otc/dr-willmar-schwabe-india-daphne-indica-tablet-1x-otc326138
Dr. Reckeweg Kali Bichrom Dilution 200 CH,bottle of 11 ml Dilution,₹170,₹163,https://www.1mg.com/otc/dr.-reckeweg-kali-bichrom-dilution-200-ch-otc334938
SBL Natrum Phosphoricum Biochemic Tablet 12X,bottle of 25 gm Biochemic Tablet,₹110,₹107,https://www.1mg.com/otc/sbl-natrum-phosphoricum-biochemic-tablet-12x-otc330947
Dr Willmar Schwabe India Janosia Ashoka Mother Tincture Q,bottle of 30 ml Mother Tincture,₹110,₹96,https://www.1mg.com/otc/dr-willmar-schwabe-india-janosia-ashoka-mother-tincture-q-otc391097
German's 539 Varicose Veins Drop,bottle of 30 ml Drop,₹170,₹160,https://www.1mg.com/otc/german-s-539-varicose-veins-drop-otc650073
LDD Bioscience Hydrastis Canadensis Mother Tincture Q,bottle of 100 ml Mother Tincture,₹550,₹511,https://www.1mg.com/otc/ldd-bioscience-hydrastis-canadensis-mother-tincture-q-otc691761
SBL Folliculinum Dilution 30 CH,bottle of 30 ml Dilution,₹100,₹94.5,https://www.1mg.com/otc/sbl-folliculinum-dilution-30-ch-otc359395
SBL Medorrhinum Dilution 200 CH,bottle of 30 ml Dilution,₹115,₹112,https://www.1mg.com/otc/sbl-medorrhinum-dilution-200-ch-otc348223
Lord's Five Phos Biocombination Tablet 6X,bottle of 450 gm Biocombination Tablet,₹715,₹545,https://www.1mg.com/otc/lord-s-five-phos-biocombination-tablet-6x-otc561377
Dr Willmar Schwabe India Carica Papaya Mother Tincture Q,bottle of 30 ml Mother Tincture,₹125,₹109,https://www.1mg.com/otc/dr-willmar-schwabe-india-carica-papaya-mother-tincture-q-otc390913
Dr. Reckeweg Bio-Combination 2 (BC 2) Tablet,bottle of 20 gm Biocombination Tablet,₹200,₹185,https://www.1mg.com/otc/dr.-reckeweg-bio-combination-2-bc-2-tablet-otc326285
Bjain Omeo Allergy Tablet,bottle of 25 gm Tablet,₹155,₹125,https://www.1mg.com/otc/bjain-omeo-allergy-tablet-otc425132
Allen A31 Warts Drop,bottle of 30 ml Drop,₹170,₹164,https://www.1mg.com/otc/allen-a31-warts-drop-otc330451
SBL Guaiacum Mother Tincture Q,bottle of 30 ml Mother Tincture,₹700,₹616,https://www.1mg.com/otc/sbl-guaiacum-mother-tincture-q-otc348938
SBL Lemna Minor Dilution 200 CH,bottle of 30 ml Dilution,₹115,₹110,https://www.1mg.com/otc/sbl-lemna-minor-dilution-200-ch-otc348169
SBL Euphrasia Officinalis Dilution 30 CH,bottle of 30 ml Dilution,₹100,₹95,https://www.1mg.com/otc/sbl-euphrasia-officinalis-dilution-30-ch-otc346568
SBL Calcarea Phosphorica Biochemic Tablet 30X,bottle of 25 gm Biochemic Tablet,₹110,₹106,https://www.1mg.com/otc/sbl-calcarea-phosphorica-biochemic-tablet-30x-otc331093
SBL Sanguinaria Canadensis Dilution 200 CH,bottle of 30 ml Dilution,₹115,₹105,https://www.1mg.com/otc/sbl-sanguinaria-canadensis-dilution-200-ch-otc348648
SBL Ipecacuanha Dilution 200 CH,bottle of 30 ml Dilution,₹115,₹112,https://www.1mg.com/otc/sbl-ipecacuanha-dilution-200-ch-otc347969
SBL Onosmodium Virginianum Dilution 30 CH,bottle of 30 ml Dilution,₹100,₹95,https://www.1mg.com/otc/sbl-onosmodium-virginianum-dilution-30-ch-otc348449
SBL Stellaria Media Mother Tincture Q,bottle of 30 ml Mother Tincture,₹220,₹215,https://www.1mg.com/otc/sbl-stellaria-media-mother-tincture-q-otc338561
Rxhomeo Nux Vomica 200C Pellets,bottle of 250 pellets,₹150,₹78,https://www.1mg.com/otc/rxhomeo-nux-vomica-200c-pellets-otc759129
Dr. Reckeweg R39 Affections Of The Abdomen Left Side Drop,bottle of 22 ml Drop,₹285,₹254,https://www.1mg.com/otc/dr.-reckeweg-r39-affections-of-the-abdomen-left-side-drop-otc327437
SBL Drosera Rotundifolia Dilution 200 CH,bottle of 30 ml Dilution,₹115,₹108,https://www.1mg.com/otc/sbl-drosera-rotundifolia-dilution-200-ch-otc349142
Medisynth Soriafit Cream,tube of 20 gm Cream,NA,MRP₹100,https://www.1mg.com/otc/medisynth-soriafit-cream-otc339319
Bakson's Ginseng Plus Capsule,bottle of 30 capsules,₹320,₹302,https://www.1mg.com/otc/bakson-s-ginseng-plus-capsule-otc674673
Dr Willmar Schwabe India Fraxinus Americana Mother Tincture Q,bottle of 30 ml Mother Tincture,₹320,₹305,https://www.1mg.com/otc/dr-willmar-schwabe-india-fraxinus-americana-mother-tincture-q-otc390984
Haslab Mamira Eye Drop,bottle of 10 ml Eye Drop,₹70,₹61,https://www.1mg.com/otc/haslab-mamira-eye-drop-otc339478
Dr. Reckeweg Aconite Nap Mother Tincture Q,bottle of 20 ml Mother Tincture,₹270,₹265,https://www.1mg.com/otc/dr.-reckeweg-aconite-nap-mother-tincture-q-otc327816
Allen A67 Back Pain Drop,bottle of 30 ml Drop,₹170,₹147,https://www.1mg.com/otc/allen-a67-back-pain-drop-otc330405
SBL Gnaphalium Polycephalum Dilution 200 CH,bottle of 30 ml Dilution,₹115,₹103,https://www.1mg.com/otc/sbl-gnaphalium-polycephalum-dilution-200-ch-otc346668
Dr Willmar Schwabe India Belladonna Dilution 200 CH,bottle of 30 ml Dilution,₹115,₹111,https://www.1mg.com/otc/dr-willmar-schwabe-india-belladonna-dilution-200-ch-otc397093
SBL Asafoetida Mother Tincture Q,bottle of 30 ml Mother Tincture,₹150,₹135,https://www.1mg.com/otc/sbl-asafoetida-mother-tincture-q-otc338812
Medisynth Jondila Forte Syrup,bottle of 120 ml Syrup,₹120,₹107,https://www.1mg.com/otc/medisynth-jondila-forte-syrup-otc787791
Medisynth Jondila Sugar Free Syrup,bottle of 200 ml Syrup,₹170,₹166,https://www.1mg.com/otc/medisynth-jondila-sugar-free-syrup-otc339314
SBL Silicea Dilution 1000 CH,bottle of 30 ml Dilution,₹140,₹127,https://www.1mg.com/otc/sbl-silicea-dilution-1000-ch-otc338179
Medisynth Jondila Forte Syrup,bottle of 450 ml Syrup,₹320,₹300,https://www.1mg.com/otc/medisynth-jondila-forte-syrup-otc787798
Dr Willmar Schwabe India Kali Phosphoricum Biochemic Tablet 6X,bottle of 550 gm Biochemic Tablet,₹680,₹538,https://www.1mg.com/otc/dr-willmar-schwabe-india-kali-phosphoricum-biochemic-tablet-6x-otc448606
SBL Bio-Combination 23 Tablet,bottle of 25 gm Biocombination Tablet,₹110,₹102,https://www.1mg.com/otc/sbl-bio-combination-23-tablet-otc331072
Medisynth Jondila Forte Syrup,bottle of 200 ml Syrup,₹170,₹166,https://www.1mg.com/otc/medisynth-jondila-forte-syrup-otc787795
SBL Ferrum Picricum Trituration Tablet 3X,bottle of 25 gm Trituration Tablet,₹175,₹165,https://www.1mg.com/otc/sbl-ferrum-picricum-trituration-tablet-3x-otc339000
Dr Willmar Schwabe India Swertia Chirata Mother Tincture Q,bottle of 30 ml Mother Tincture,NA,MRP₹150,https://www.1mg.com/otc/dr-willmar-schwabe-india-swertia-chirata-mother-tincture-q-otc391617
SBL Adonis Vernalis Mother Tincture Q,bottle of 30 ml Mother Tincture,₹240,₹227,https://www.1mg.com/otc/sbl-adonis-vernalis-mother-tincture-q-otc338860
St. George’s Foenugreek Mother Tincture Q,bottle of 30 ml Mother Tincture,₹145,₹135,https://www.1mg.com/otc/st.-george-s-foenugreek-mother-tincture-q-otc473871
Medisynth Diabekoll Non-Sugar Syrup,bottle of 450 ml Syrup,₹320,₹270,https://www.1mg.com/otc/medisynth-diabekoll-non-sugar-syrup-otc789787
Dr. Reckeweg Phosphorus Dilution 30 CH,bottle of 11 ml Dilution,₹145,₹130,https://www.1mg.com/otc/dr.-reckeweg-phosphorus-dilution-30-ch-otc326490
SBL Bio-Combination 1 Tablet,bottle of 25 gm Biocombination Tablet,₹110,₹98,https://www.1mg.com/otc/sbl-bio-combination-1-tablet-otc330973
Allen A29 Sciatica Relief Drop,bottle of 30 ml Drop,₹170,₹164,https://www.1mg.com/otc/allen-a29-sciatica-relief-drop-otc330400
Dr Willmar Schwabe India Calcarea Fluorica Biochemic Tablet 6X,bottle of 550 gm Biochemic Tablet,₹680,₹646,https://www.1mg.com/otc/dr-willmar-schwabe-india-calcarea-fluorica-biochemic-tablet-6x-otc448581
SBL Hamamelis Virginica Dilution 200 CH,bottle of 30 ml Dilution,₹115,₹112,https://www.1mg.com/otc/sbl-hamamelis-virginica-dilution-200-ch-otc347835
SBL Salix Nigra Mother Tincture Q,bottle of 30 ml Mother Tincture,₹105,₹91,https://www.1mg.com/otc/sbl-salix-nigra-mother-tincture-q-otc348961
Dr Willmar Schwabe India Agnus Castus Mother Tincture Q,bottle of 30 ml Mother Tincture,₹125,₹107,https://www.1mg.com/otc/dr-willmar-schwabe-india-agnus-castus-mother-tincture-q-otc390635
SBL Chelidonium Majus Dilution 200 CH,bottle of 30 ml Dilution,₹115,₹112,https://www.1mg.com/otc/sbl-chelidonium-majus-dilution-200-ch-otc346136
SBL Bellis Perennis Dilution 30 CH,bottle of 30 ml Dilution,₹100,₹91,https://www.1mg.com/otc/sbl-bellis-perennis-dilution-30-ch-otc346011
Hapdco Ferrocin Drop,bottle of 60 ml Drop,₹80,₹69,https://www.1mg.com/otc/hapdco-ferrocin-drop-otc370795
Dr. Reckeweg Avena Sat Mother Tincture Q,bottle of 20 ml Mother Tincture,₹270,₹243,https://www.1mg.com/otc/dr.-reckeweg-avena-sat-mother-tincture-q-otc327796
REPL Vigoura 5000 Drop,bottle of 30 ml Drop,₹349,₹334,https://www.1mg.com/otc/repl-vigoura-5000-drop-otc326008
Bjain Arnica Montana Mother Tincture Q,bottle of 100 ml Mother Tincture,₹685,₹556,https://www.1mg.com/otc/bjain-arnica-montana-mother-tincture-q-otc444405
SBL Rinsout Drop Mouthwash,bottle of 30 ml Drop,₹110,₹104,https://www.1mg.com/otc/sbl-rinsout-drop-mouthwash-otc328962
Dr. Reckeweg Wiesbaden Dilution 200 CH,bottle of 11 ml Dilution,₹160,₹153,https://www.1mg.com/otc/dr.-reckeweg-wiesbaden-dilution-200-ch-otc331476
SBL Bio-Combination 18 Tablet,bottle of 25 gm Biocombination Tablet,₹110,₹103,https://www.1mg.com/otc/sbl-bio-combination-18-tablet-otc331067
ADEL Aalserum. Mother Tincture 7X,bottle of 20 ml Mother Tincture,₹270,₹251,https://www.1mg.com/otc/adel-aalserum.-mother-tincture-7x-otc773160
ADEL 40 Verintex Drop,bottle of 20 ml Drop,₹295,₹261,https://www.1mg.com/otc/adel-40-verintex-drop-otc326084
Medisynth Kofeez Cough Syrup,bottle of 200 ml Syrup,₹170,₹166,https://www.1mg.com/otc/medisynth-kofeez-cough-syrup-otc787810
Aaradhya Sugar Globules Size 30,packet of 450 gm Globules,₹150,₹124,https://www.1mg.com/otc/aaradhya-sugar-globules-size-30-otc575570
Sunny Herbals Shaving Cream,tube of 75 gm Cream,₹75,₹67,https://www.1mg.com/otc/sunny-herbals-shaving-cream-otc499061
SBL Calcarea Fluorica Biochemic Tablet 3X,bottle of 25 gm Biochemic Tablet,₹110,₹99,https://www.1mg.com/otc/sbl-calcarea-fluorica-biochemic-tablet-3x-otc331086
Bakson's Homeopathy Super Tonic,bottle of 450 ml Tonic,₹370,₹315,https://www.1mg.com/otc/bakson-s-homeopathy-super-tonic-otc502929
Dr. Reckeweg Fraxinus Amer Mother Tincture Q,bottle of 20 ml Mother Tincture,₹315,₹308,https://www.1mg.com/otc/dr.-reckeweg-fraxinus-amer-mother-tincture-q-otc327744
Allen Gastropep Digestive Tonic,bottle of 500 ml Tonic,₹310,₹297,https://www.1mg.com/otc/allen-gastropep-digestive-tonic-otc756173
Sunny Herbals Under Eye Cream,jar of 50 gm Cream,₹185,₹180,https://www.1mg.com/otc/sunny-herbals-under-eye-cream-otc327072
Dr Willmar Schwabe India Curcuma Longa Mother Tincture Q,bottle of 30 ml Mother Tincture,₹110,₹102,https://www.1mg.com/otc/dr-willmar-schwabe-india-curcuma-longa-mother-tincture-q-otc390921
Dr. Reckeweg Acidum Phosph Dilution 30 CH,bottle of 11 ml Dilution,₹145,₹136,https://www.1mg.com/otc/dr.-reckeweg-acidum-phosph-dilution-30-ch-otc326824
Bjain Carduus Marianus Mother Tincture Q,bottle of 100 ml Mother Tincture,₹345,₹310,https://www.1mg.com/otc/bjain-carduus-marianus-mother-tincture-q-otc445160
SBL Hyoscyamus Niger Dilution 30 CH,bottle of 30 ml Dilution,₹100,₹94.5,https://www.1mg.com/otc/sbl-hyoscyamus-niger-dilution-30-ch-otc347944
Dr. Reckeweg Opium Dilution 30 CH,bottle of 11 ml Dilution,₹145,₹126,https://www.1mg.com/otc/dr.-reckeweg-opium-dilution-30-ch-otc326499
SBL Cinchona Officinalis Mother Tincture Q,bottle of 30 ml Mother Tincture,₹105,₹96,https://www.1mg.com/otc/sbl-cinchona-officinalis-mother-tincture-q-otc338498
Bakson B12 Headache Drop,bottle of 30 ml Drop,₹185,₹149,https://www.1mg.com/otc/bakson-b12-headache-drop-otc388023
Medisynth Jondila Forte Syrup,bottle of 120 ml Syrup,₹120,₹107,https://www.1mg.com/otc/medisynth-jondila-forte-syrup-otc787791
Medisynth Jondila Sugar Free Syrup,bottle of 200 ml Syrup,₹170,₹166,https://www.1mg.com/otc/medisynth-jondila-sugar-free-syrup-otc339314
ADEL 34 Ailgeno Drop,bottle of 20 ml Drop,₹310,₹268,https://www.1mg.com/otc/adel-34-ailgeno-drop-otc327727
Medisynth Jondila Forte Syrup,bottle of 450 ml Syrup,₹320,₹300,https://www.1mg.com/otc/medisynth-jondila-forte-syrup-otc787798
Lord's Cholestril Drop,bottle of 30 ml Drop,₹160,₹150,https://www.1mg.com/otc/lord-s-cholestril-drop-otc392882
New Life Oto-NL Ear Drop,bottle of 10 ml Ear Drop,₹60,₹51,https://www.1mg.com/otc/new-life-oto-nl-ear-drop-otc326165
Medisynth Jondila Forte Syrup,bottle of 200 ml Syrup,₹170,₹166,https://www.1mg.com/otc/medisynth-jondila-forte-syrup-otc787795
SBL Utrofyne Syrup,bottle of 115 ml Syrup,₹115,₹102,https://www.1mg.com/otc/sbl-utrofyne-syrup-otc329007
Dr. Reckeweg Ipecacuanha Dilution 30 CH,bottle of 11 ml Dilution,₹145,₹130,https://www.1mg.com/otc/dr.-reckeweg-ipecacuanha-dilution-30-ch-otc326721
SBL Jacaranda Caroba Mother Tincture Q,bottle of 30 ml Mother Tincture,₹220,₹200,https://www.1mg.com/otc/sbl-jacaranda-caroba-mother-tincture-q-otc338699
Allen A79 Depression Drop,bottle of 30 ml Drop,₹170,₹166,https://www.1mg.com/otc/allen-a79-depression-drop-otc330378
Medisynth Diabekoll Non-Sugar Syrup,bottle of 450 ml Syrup,₹320,₹270,https://www.1mg.com/otc/medisynth-diabekoll-non-sugar-syrup-otc789787
Bakson's Homeopathy Beepee Aid Plus Drop,bottle of 100 ml Drop,₹330,₹306,https://www.1mg.com/otc/bakson-s-homeopathy-beepee-aid-plus-drop-otc659396
Combo Pack of Bhargava Spondin Drop & SBL Arnica Montana Dilution 200 CH (30ml Each),combo pack of 2 bottles,₹300,₹284,https://www.1mg.com/otc/combo-pack-of-bhargava-spondin-drop-sbl-arnica-montana-dilution-200-ch-30ml-each-otc861613
SBL Silk N Stay Aloe Vera Cream For Normal And Dry Skin,tube of 100 gm Cream,₹110,₹102,https://www.1mg.com/otc/sbl-silk-n-stay-aloe-vera-cream-for-normal-and-dry-skin-otc342791
Medisynth Wartex Pills,bottle of 25 gm Tablet,₹125,₹111,https://www.1mg.com/otc/medisynth-wartex-pills-otc339292
Dr Willmar Schwabe India Angioton Drop,bottle of 30 ml Drop,₹170,₹130,https://www.1mg.com/otc/dr-willmar-schwabe-india-angioton-drop-otc327164
Dr. Reckeweg Agnus Cast Mother Tincture Q,bottle of 20 ml Mother Tincture,₹295,₹263,https://www.1mg.com/otc/dr.-reckeweg-agnus-cast-mother-tincture-q-otc327811
Dr Willmar Schwabe India Chionanthus Virginica Mother Tincture Q,bottle of 30 ml Mother Tincture,₹350,₹325,https://www.1mg.com/otc/dr-willmar-schwabe-india-chionanthus-virginica-mother-tincture-q-otc390861
Dr Willmar Schwabe India Topi Sulphur Cream,tube of 25 gm Cream,₹80,₹68,https://www.1mg.com/otc/dr-willmar-schwabe-india-topi-sulphur-cream-otc327165
SBL Acid Benzoicum Dilution 200C,bottle of 30 ml Dilution,₹115,₹103,https://www.1mg.com/otc/sbl-acid-benzoicum-dilution-200c-otc345535
Dr. Reckeweg Lachesis Dilution 200 CH,bottle of 11 ml Dilution,₹170,₹166,https://www.1mg.com/otc/dr.-reckeweg-lachesis-dilution-200-ch-otc336115
Allen A21 Leucoderma Drop,bottle of 30 ml Drop,₹170,₹155,https://www.1mg.com/otc/allen-a21-leucoderma-drop-otc330444
Bakson B28 Weight Drop,bottle of 30 ml Drop,₹185,₹171,https://www.1mg.com/otc/bakson-b28-weight-drop-otc388070
Dr Willmar Schwabe India Lilium Tigr. Pentarkan Ptk 57 Drop,bottle of 30 ml Drop,₹190,₹185,https://www.1mg.com/otc/dr-willmar-schwabe-india-lilium-tigr.-pentarkan-ptk-57-drop-otc407035
Allen A56 Urticaria Drop,bottle of 30 ml Drop,₹170,₹164,https://www.1mg.com/otc/allen-a56-urticaria-drop-otc330449
Dr Willmar Schwabe India Acidum Phosphoricum Dilution 200 CH,bottle of 30 ml Dilution,₹115,₹111,https://www.1mg.com/otc/dr-willmar-schwabe-india-acidum-phosphoricum-dilution-200-ch-otc397555
Bakson's Homeopathy Aesculus Ointment,tube of 25 gm Ointment,₹75,₹66.8,https://www.1mg.com/otc/bakson-s-homeopathy-aesculus-ointment-otc326100
SBL Borax Dilution 200 CH,bottle of 30 ml Dilution,₹115,₹105,https://www.1mg.com/otc/sbl-borax-dilution-200-ch-otc346032
Allen's Thyrol Drop,bottle of 30 ml Drop,₹150,₹130,https://www.1mg.com/otc/allen-s-thyrol-drop-otc399789
Bakson's Homeopathy Natrum Phosphoricum Biochemic Tablet 6X,bottle of 250 biochemic tablets,₹105,₹90,https://www.1mg.com/otc/bakson-s-homeopathy-natrum-phosphoricum-biochemic-tablet-6x-otc695242
Dr Willmar Schwabe India Caladium Seguinum Dilution 200 CH,bottle of 30 ml Dilution,₹120,₹101,https://www.1mg.com/otc/dr-willmar-schwabe-india-caladium-seguinum-dilution-200-ch-otc398200
Dr. Reckeweg Antimonium Tart Dilution 200 CH,bottle of 11 ml Dilution,₹170,₹166,https://www.1mg.com/otc/dr.-reckeweg-antimonium-tart-dilution-200-ch-otc335922
Wheezal Scaboil,bottle of 60 ml Oil,₹190,₹169,https://www.1mg.com/otc/wheezal-scaboil-otc339190
Dr. Reckeweg Chamomilla Dilution 30 CH,bottle of 11 ml Dilution,₹145,₹139,https://www.1mg.com/otc/dr.-reckeweg-chamomilla-dilution-30-ch-otc326842
